Country,Year,Month,AverageTicketPrice,Visitors
GAMBIA,2018,FEBRUARY,474.07,79.8
GAMBIA,2018,MARCH,1402.67,4.41
GAMBIA,2018,APRIL,1233.59,57.28
GAMBIA,2018,MAY,995.55,14.33
GAMBIA,2018,JUNE,478.26,80.44
GAMBIA,2018,JULY,1151.29,67.84
GAMBIA,2018,AUGUST,881.24,65.85
GAMBIA,2018,SEPTEMBER,988.1,53.35
GAMBIA,2018,OCTOBER,406.74,32.41
GAMBIA,2018,NOVEMBER,260.33,47.88
GAMBIA,2018,DECEMBER,836.17,58.55
GAMBIA,2019,JANUARY,1070.49,12.35
GAMBIA,2019,FEBRUARY,1378.46,73.37
GAMBIA,2019,APRIL,342.51,8.15
GAMBIA,2019,MAY,1076.28,18.72
GAMBIA,2019,JUNE,553.52,28.85
GAMBIA,2019,JULY,532.27,73.7
GAMBIA,2019,SEPTEMBER,826.62,3.42
GAMBIA,2019,OCTOBER,1156.05,12.79
GAMBIA,2019,NOVEMBER,684.12,5.5
GAMBIA,2019,DECEMBER,428.57,64.9
GAMBIA,2020,JANUARY,585.22,13.6
GAMBIA,2020,FEBRUARY,255.32,25.34
GAMBIA,2020,MARCH,1029.65,60.18
GAMBIA,2020,APRIL,1460.67,59.34
GAMBIA,2020,MAY,495.28,2.99
GAMBIA,2020,JUNE,1470.95,63.38
GAMBIA,2020,JULY,770.36,41.33
GAMBIA,2020,AUGUST,374.94,19.31
GAMBIA,2020,NOVEMBER,1133.54,11.66
GAMBIA,2020,DECEMBER,1488.64,20.63
GAMBIA,2021,JANUARY,1068.15,20.36
GAMBIA,2021,FEBRUARY,938.78,64.7
GAMBIA,2021,MARCH,1253.05,44.27
GAMBIA,2021,MAY,1050.21,24.58
GAMBIA,2021,JUNE,395.09,80.83
GAMBIA,2021,JULY,636.1,47.14
GAMBIA,2021,AUGUST,766.34,25.63
GAMBIA,2021,SEPTEMBER,274.79,54.02
GAMBIA,2021,OCTOBER,1343.32,6.77
GAMBIA,2021,NOVEMBER,1346.65,82.49
GAMBIA,2021,DECEMBER,844.62,24.2
GAMBIA,2022,MARCH,604.54,81.52
GAMBIA,2022,APRIL,1461.42,33.85
GAMBIA,2022,JUNE,320.22,10.54
GAMBIA,2022,JULY,1331.92,32.1
GAMBIA,2022,AUGUST,958.35,83.01
GAMBIA,2022,SEPTEMBER,856.54,60.81
GAMBIA,2022,NOVEMBER,728.63,21.55
GAMBIA,2022,DECEMBER,732.75,88.5
GAMBIA,2023,JANUARY,1045.94,63.46
GAMBIA,2023,FEBRUARY,513.19,5.54
GAMBIA,2023,MARCH,851.35,5.63
GAMBIA,2023,APRIL,315.14,75.21
GAMBIA,2023,MAY,573.48,38.1
GAMBIA,2023,JUNE,220.32,5.72
GAMBIA,2023,JULY,226.01,53.38
GAMBIA,2023,SEPTEMBER,392.52,22.63
GAMBIA,2023,OCTOBER,807.47,78.73
GAMBIA,2023,DECEMBER,232.64,46.95
LIBYA,2015,APRIL,1106.11,57.05
LIBYA,2015,MAY,351.39,47.05
LIBYA,2016,APRIL,861.8,88.38
LIBYA,2016,SEPTEMBER,626.49,47.65
LIBYA,2017,JANUARY,822.1,65.09
LIBYA,2017,DECEMBER,928.9,26.13
LIBYA,2018,JULY,784.4,50.77
LIBYA,2018,NOVEMBER,287.73,74.14
LIBYA,2019,FEBRUARY,258.47,5.96
LIBYA,2019,AUGUST,669.19,29.74
LIBYA,2019,OCTOBER,1115.19,37.73
LIBYA,2020,MAY,286.32,79.02
LIBYA,2020,JULY,469.81,11.3
LIBYA,2020,OCTOBER,204.51,25.49
LIBYA,2021,FEBRUARY,369.52,18.69
LIBYA,2021,MARCH,1027.79,82.16
LIBYA,2022,JANUARY,1146.15,76.5
LIBYA,2022,MAY,210.27,51.57
LIBYA,2023,MARCH,1075.23,78.66
LIBYA,2023,APRIL,1423.95,45.76
LIBYA,2023,JUNE,469.83,25.24
LIBYA,2023,SEPTEMBER,655.3,84.68
LIBYA,2023,DECEMBER,273.87,63.48
LIBYA,2017,JUNE,508.97,17.06
LIBYA,2017,JULY,1337.57,47.42
LIBYA,2017,OCTOBER,1294.61,56.32
LIBYA,2017,DECEMBER,958.96,20.66
LIBYA,2018,AUGUST,1310.3,77.66
LIBYA,2020,MAY,1071.18,51.4
LIBYA,2020,JUNE,780.16,52.25
LIBYA,2020,JULY,1149.13,16.07
LIBYA,2022,NOVEMBER,425.45,89.02
LIBYA,2023,JANUARY,559.1,24.38
LIBYA,2023,OCTOBER,1076.3,68.58
SAINT LUCIA,2015,JANUARY,433.66,43.63
SAINT LUCIA,2015,FEBRUARY,580.13,65.69
SAINT LUCIA,2015,MARCH,379.75,15.1
SAINT LUCIA,2015,APRIL,956.65,57.69
SAINT LUCIA,2015,MAY,801.72,66.84
SAINT LUCIA,2015,JUNE,280.02,53.05
SAINT LUCIA,2015,AUGUST,1363.13,58.06
SAINT LUCIA,2015,SEPTEMBER,638.05,31.35
SAINT LUCIA,2015,OCTOBER,638.82,22.09
SAINT LUCIA,2015,NOVEMBER,1117.44,59.66
SAINT LUCIA,2015,DECEMBER,936.34,18.35
SAINT LUCIA,2016,JANUARY,410.42,56.93
SAINT LUCIA,2016,FEBRUARY,1372.86,60.43
SAINT LUCIA,2016,MARCH,344.75,85.8
SAINT LUCIA,2016,APRIL,325.69,24.65
SAINT LUCIA,2016,JUNE,665.21,32.69
SAINT LUCIA,2016,JULY,278.48,15.97
SAINT LUCIA,2016,OCTOBER,1314.58,41.91
SAINT LUCIA,2016,NOVEMBER,606.69,13.14
SAINT LUCIA,2016,DECEMBER,646.63,57.2
SAINT LUCIA,2017,JANUARY,202.51,38.29
SAINT LUCIA,2017,FEBRUARY,242.26,41.17
SAINT LUCIA,2017,MARCH,607.71,30.33
SAINT LUCIA,2017,MAY,446.21,77.53
SAINT LUCIA,2017,JUNE,1470.47,44.68
SAINT LUCIA,2017,JULY,508.42,9.76
SAINT LUCIA,2017,AUGUST,1358.48,75.28
SAINT LUCIA,2017,SEPTEMBER,1257.91,89.59
SAINT LUCIA,2017,OCTOBER,306.87,36.0
SAINT LUCIA,2017,NOVEMBER,1362.22,80.22
SAINT LUCIA,2017,DECEMBER,1349.5,63.62
SAINT LUCIA,2018,JANUARY,476.82,77.63
SAINT LUCIA,2018,FEBRUARY,400.53,69.33
SAINT LUCIA,2018,MARCH,594.18,22.32
SAINT LUCIA,2018,APRIL,1490.19,89.39
SAINT LUCIA,2018,MAY,206.4,26.97
SAINT LUCIA,2018,JULY,984.05,87.15
SAINT LUCIA,2018,SEPTEMBER,814.33,13.55
SAINT LUCIA,2018,OCTOBER,1007.32,67.0
SAINT LUCIA,2018,NOVEMBER,1279.14,65.87
SAINT LUCIA,2018,DECEMBER,1032.96,60.65
SAINT LUCIA,2019,JANUARY,230.86,20.62
SAINT LUCIA,2019,FEBRUARY,1137.75,25.91
SAINT LUCIA,2019,MARCH,831.31,85.4
SAINT LUCIA,2019,MAY,1273.85,44.95
SAINT LUCIA,2019,JUNE,1065.35,76.56
SAINT LUCIA,2019,JULY,1201.03,9.45
SAINT LUCIA,2019,AUGUST,1450.2,5.28
SAINT LUCIA,2019,NOVEMBER,263.72,40.54
SAINT LUCIA,2020,JANUARY,1470.84,15.13
SAINT LUCIA,2020,FEBRUARY,738.29,27.92
SAINT LUCIA,2020,MARCH,1259.13,88.21
SAINT LUCIA,2020,APRIL,907.91,82.95
SAINT LUCIA,2020,MAY,1330.09,23.02
SAINT LUCIA,2020,JUNE,892.78,34.2
SAINT LUCIA,2020,JULY,1329.31,3.19
SAINT LUCIA,2020,AUGUST,767.86,47.68
SAINT LUCIA,2020,SEPTEMBER,549.94,72.96
SAINT LUCIA,2020,OCTOBER,882.26,24.17
SAINT LUCIA,2020,NOVEMBER,921.43,14.56
SAINT LUCIA,2021,FEBRUARY,237.26,27.06
SAINT LUCIA,2021,MARCH,1226.78,81.36
SAINT LUCIA,2021,MAY,249.17,19.19
SAINT LUCIA,2021,JUNE,923.31,9.87
SAINT LUCIA,2021,JULY,1155.65,54.27
SAINT LUCIA,2021,AUGUST,1065.93,14.43
SAINT LUCIA,2021,SEPTEMBER,1252.71,43.64
SAINT LUCIA,2021,OCTOBER,1356.05,75.07
SAINT LUCIA,2021,NOVEMBER,444.73,14.64
SAINT LUCIA,2021,DECEMBER,800.0,66.86
SAINT LUCIA,2022,FEBRUARY,1095.36,76.84
SAINT LUCIA,2022,MARCH,367.47,64.58
SAINT LUCIA,2022,APRIL,1279.84,83.9
SAINT LUCIA,2022,MAY,758.24,5.35
SAINT LUCIA,2022,JUNE,923.44,67.11
SAINT LUCIA,2022,JULY,1145.49,63.57
SAINT LUCIA,2022,AUGUST,404.54,62.21
SAINT LUCIA,2022,SEPTEMBER,974.94,74.32
SAINT LUCIA,2022,OCTOBER,692.29,49.92
SAINT LUCIA,2022,DECEMBER,1194.95,48.44
SAINT LUCIA,2023,JANUARY,273.47,44.2
SAINT LUCIA,2023,FEBRUARY,888.03,27.69
SAINT LUCIA,2023,APRIL,370.33,20.58
SAINT LUCIA,2023,MAY,1250.98,58.86
SAINT LUCIA,2023,JULY,772.12,5.42
SAINT LUCIA,2023,AUGUST,283.99,55.87
SAINT LUCIA,2023,SEPTEMBER,1075.41,52.98
SAINT LUCIA,2023,OCTOBER,1255.14,26.03
SAINT LUCIA,2023,NOVEMBER,675.75,61.6
SAINT LUCIA,2023,DECEMBER,281.87,50.65
NORTH MACEDONIA,2015,JANUARY,464.26,88.17
NORTH MACEDONIA,2015,FEBRUARY,891.21,64.43
NORTH MACEDONIA,2015,APRIL,519.43,60.58
NORTH MACEDONIA,2015,MAY,888.35,11.32
NORTH MACEDONIA,2015,JUNE,1177.41,88.58
NORTH MACEDONIA,2015,JULY,266.46,53.93
NORTH MACEDONIA,2015,AUGUST,1305.42,84.47
NORTH MACEDONIA,2015,SEPTEMBER,916.04,20.33
NORTH MACEDONIA,2015,OCTOBER,959.62,41.73
NORTH MACEDONIA,2015,NOVEMBER,696.08,8.31
NORTH MACEDONIA,2015,DECEMBER,1202.22,78.2
NORTH MACEDONIA,2016,JANUARY,1111.76,78.97
NORTH MACEDONIA,2016,MARCH,300.07,13.68
NORTH MACEDONIA,2016,MAY,1153.51,27.42
NORTH MACEDONIA,2016,JULY,267.41,35.35
NORTH MACEDONIA,2016,NOVEMBER,791.74,10.4
NORTH MACEDONIA,2017,JANUARY,1433.73,16.01
NORTH MACEDONIA,2017,FEBRUARY,1325.93,85.56
NORTH MACEDONIA,2017,MARCH,319.81,68.97
NORTH MACEDONIA,2017,APRIL,1034.98,66.73
NORTH MACEDONIA,2017,JUNE,522.01,53.63
NORTH MACEDONIA,2017,JULY,846.66,72.71
NORTH MACEDONIA,2017,SEPTEMBER,1302.96,44.48
NORTH MACEDONIA,2017,OCTOBER,1462.09,41.58
NORTH MACEDONIA,2017,NOVEMBER,250.02,37.75
NORTH MACEDONIA,2018,FEBRUARY,874.37,87.86
NORTH MACEDONIA,2018,MARCH,337.29,8.1
NORTH MACEDONIA,2018,APRIL,872.61,80.7
NORTH MACEDONIA,2018,MAY,1444.29,12.91
NORTH MACEDONIA,2018,JUNE,1393.99,43.78
NORTH MACEDONIA,2018,JULY,1342.02,20.72
NORTH MACEDONIA,2018,SEPTEMBER,1220.61,27.47
NORTH MACEDONIA,2018,OCTOBER,1062.29,82.51
NORTH MACEDONIA,2018,NOVEMBER,412.91,86.48
NORTH MACEDONIA,2018,DECEMBER,1406.62,87.53
NORTH MACEDONIA,2019,JANUARY,548.76,10.56
NORTH MACEDONIA,2019,FEBRUARY,265.2,89.53
NORTH MACEDONIA,2019,APRIL,762.52,23.05
NORTH MACEDONIA,2019,MAY,1055.22,55.4
NORTH MACEDONIA,2019,JUNE,787.24,60.05
NORTH MACEDONIA,2019,AUGUST,459.79,16.86
NORTH MACEDONIA,2019,SEPTEMBER,1104.18,29.29
NORTH MACEDONIA,2019,NOVEMBER,943.9,43.0
NORTH MACEDONIA,2019,DECEMBER,1162.68,19.3
NORTH MACEDONIA,2020,FEBRUARY,505.88,44.36
NORTH MACEDONIA,2020,MARCH,1143.03,62.58
NORTH MACEDONIA,2020,APRIL,553.68,59.04
NORTH MACEDONIA,2020,MAY,398.68,74.16
NORTH MACEDONIA,2020,JUNE,1397.28,9.66
NORTH MACEDONIA,2020,AUGUST,377.44,50.07
NORTH MACEDONIA,2020,SEPTEMBER,1353.31,25.73
NORTH MACEDONIA,2020,OCTOBER,682.34,88.42
NORTH MACEDONIA,2020,DECEMBER,636.63,44.25
NORTH MACEDONIA,2021,JANUARY,856.11,14.84
NORTH MACEDONIA,2021,FEBRUARY,588.2,18.22
NORTH MACEDONIA,2021,MARCH,486.48,15.2
NORTH MACEDONIA,2021,APRIL,277.61,84.42
NORTH MACEDONIA,2021,JUNE,276.88,4.52
NORTH MACEDONIA,2021,AUGUST,549.71,16.96
NORTH MACEDONIA,2021,SEPTEMBER,398.03,36.24
NORTH MACEDONIA,2021,OCTOBER,210.72,36.12
NORTH MACEDONIA,2021,NOVEMBER,1388.5,75.41
NORTH MACEDONIA,2021,DECEMBER,1117.41,86.34
NORTH MACEDONIA,2022,JANUARY,1213.1,63.01
NORTH MACEDONIA,2022,FEBRUARY,1016.25,71.93
NORTH MACEDONIA,2022,MARCH,681.49,22.6
NORTH MACEDONIA,2022,APRIL,1088.67,34.07
NORTH MACEDONIA,2022,JUNE,1425.32,9.67
NORTH MACEDONIA,2022,JULY,736.91,46.75
NORTH MACEDONIA,2022,SEPTEMBER,1273.51,13.97
NORTH MACEDONIA,2022,OCTOBER,641.44,80.12
NORTH MACEDONIA,2022,NOVEMBER,273.36,56.23
NORTH MACEDONIA,2022,DECEMBER,1086.54,35.91
NORTH MACEDONIA,2023,FEBRUARY,286.52,31.72
NORTH MACEDONIA,2023,MARCH,1397.54,67.72
NORTH MACEDONIA,2023,APRIL,483.99,62.82
NORTH MACEDONIA,2023,MAY,1098.66,6.71
NORTH MACEDONIA,2023,JUNE,1020.99,22.86
NORTH MACEDONIA,2023,AUGUST,1482.64,31.16
NORTH MACEDONIA,2023,SEPTEMBER,703.0,39.14
NORTH MACEDONIA,2023,OCTOBER,664.48,79.26
NORTH MACEDONIA,2023,NOVEMBER,268.99,35.94
SINGAPORE,2015,FEBRUARY,656.7,5.3
SINGAPORE,2015,MAY,802.63,61.05
SINGAPORE,2015,JUNE,229.84,47.18
SINGAPORE,2015,JULY,1353.96,42.66
SINGAPORE,2015,SEPTEMBER,780.99,89.54
SINGAPORE,2015,NOVEMBER,1081.03,87.44
SINGAPORE,2016,JANUARY,790.58,54.12
SINGAPORE,2016,FEBRUARY,324.89,10.83
SINGAPORE,2016,MARCH,543.93,71.61
SINGAPORE,2016,JUNE,1480.82,5.47
SINGAPORE,2016,JULY,367.83,56.96
SINGAPORE,2016,AUGUST,943.98,13.3
SINGAPORE,2016,OCTOBER,709.96,57.51
SINGAPORE,2016,NOVEMBER,969.49,32.91
SINGAPORE,2016,DECEMBER,624.8,3.1
SINGAPORE,2017,JANUARY,1068.85,4.93
SINGAPORE,2017,FEBRUARY,641.32,12.1
SINGAPORE,2017,MARCH,1264.28,10.25
SINGAPORE,2017,APRIL,383.17,54.93
SINGAPORE,2017,MAY,843.36,16.27
SINGAPORE,2017,JUNE,379.13,55.47
SINGAPORE,2017,JULY,1248.54,39.81
SINGAPORE,2017,AUGUST,1167.89,69.96
SINGAPORE,2017,SEPTEMBER,647.19,21.41
SINGAPORE,2017,NOVEMBER,1187.02,75.79
SINGAPORE,2017,DECEMBER,1414.21,62.53
SINGAPORE,2018,MARCH,907.92,32.45
SINGAPORE,2018,APRIL,1434.86,76.7
SINGAPORE,2018,MAY,250.2,22.32
SINGAPORE,2018,JUNE,655.29,5.97
SINGAPORE,2018,JULY,686.34,34.2
SINGAPORE,2018,SEPTEMBER,1101.63,84.12
SINGAPORE,2018,OCTOBER,498.31,68.04
SINGAPORE,2018,NOVEMBER,1060.82,22.4
SINGAPORE,2018,DECEMBER,1317.01,39.41
SINGAPORE,2019,JANUARY,270.87,48.1
SINGAPORE,2019,FEBRUARY,1360.88,2.5
SINGAPORE,2019,MARCH,1286.43,32.96
SINGAPORE,2019,APRIL,1006.79,22.43
SINGAPORE,2019,MAY,681.71,89.22
SINGAPORE,2019,JUNE,515.28,45.19
SINGAPORE,2019,SEPTEMBER,956.36,13.4
SINGAPORE,2019,OCTOBER,1394.53,58.85
SINGAPORE,2019,NOVEMBER,840.73,14.49
SINGAPORE,2019,DECEMBER,1394.79,72.91
SINGAPORE,2020,JANUARY,1033.08,50.06
SINGAPORE,2020,FEBRUARY,529.53,72.76
SINGAPORE,2020,MARCH,1199.7,80.07
SINGAPORE,2020,APRIL,293.22,46.32
SINGAPORE,2020,MAY,1131.98,56.35
SINGAPORE,2020,JUNE,816.21,33.25
SINGAPORE,2020,JULY,399.39,23.92
SINGAPORE,2020,SEPTEMBER,221.57,35.96
SINGAPORE,2020,OCTOBER,249.38,21.61
SINGAPORE,2020,DECEMBER,874.4,63.6
SINGAPORE,2021,JANUARY,1112.73,36.56
SINGAPORE,2021,FEBRUARY,841.56,41.07
SINGAPORE,2021,MARCH,257.98,89.97
SINGAPORE,2021,APRIL,1440.88,23.98
SINGAPORE,2021,MAY,533.41,85.62
SINGAPORE,2021,JUNE,353.24,68.72
SINGAPORE,2021,JULY,1161.28,6.05
SINGAPORE,2021,AUGUST,487.35,69.27
SINGAPORE,2021,SEPTEMBER,487.66,6.68
SINGAPORE,2021,OCTOBER,369.27,79.86
SINGAPORE,2021,NOVEMBER,913.61,61.07
SINGAPORE,2021,DECEMBER,984.39,54.88
SINGAPORE,2022,JANUARY,403.85,48.83
SINGAPORE,2022,FEBRUARY,695.79,14.23
SINGAPORE,2022,MARCH,483.15,41.48
SINGAPORE,2022,MAY,573.56,57.36
SINGAPORE,2022,JUNE,996.07,48.02
SINGAPORE,2022,SEPTEMBER,607.81,6.67
SINGAPORE,2022,OCTOBER,421.53,65.71
SINGAPORE,2022,NOVEMBER,988.31,87.35
SINGAPORE,2022,DECEMBER,1254.51,7.38
SINGAPORE,2023,JANUARY,570.16,57.3
SINGAPORE,2023,MARCH,481.36,6.97
SINGAPORE,2023,APRIL,570.53,61.18
SINGAPORE,2023,MAY,928.55,31.93
SINGAPORE,2023,JUNE,807.88,22.98
SINGAPORE,2023,JULY,1464.88,29.3
SINGAPORE,2023,SEPTEMBER,548.41,82.51
SINGAPORE,2023,NOVEMBER,1020.63,44.34
SINGAPORE,2023,DECEMBER,1348.41,73.67
MOZAMBIQUE,2015,JANUARY,222.53,37.23
MOZAMBIQUE,2015,APRIL,706.42,52.74
MOZAMBIQUE,2015,MAY,1135.08,82.51
MOZAMBIQUE,2015,JULY,1133.9,74.09
MOZAMBIQUE,2015,NOVEMBER,488.39,29.06
MOZAMBIQUE,2015,DECEMBER,1037.44,27.26
MOZAMBIQUE,2016,JANUARY,777.45,44.11
MOZAMBIQUE,2016,FEBRUARY,1085.3,1.76
MOZAMBIQUE,2016,MARCH,413.43,49.66
MOZAMBIQUE,2016,APRIL,1289.22,14.57
MOZAMBIQUE,2016,JULY,1154.42,60.91
MOZAMBIQUE,2016,AUGUST,1174.84,82.07
MOZAMBIQUE,2016,SEPTEMBER,1121.54,27.24
MOZAMBIQUE,2016,OCTOBER,861.37,86.79
MOZAMBIQUE,2016,DECEMBER,748.3,85.55
MOZAMBIQUE,2017,JANUARY,748.92,51.78
MOZAMBIQUE,2017,FEBRUARY,1041.51,39.89
MOZAMBIQUE,2017,MARCH,1179.6,48.82
MOZAMBIQUE,2017,APRIL,259.66,4.52
MOZAMBIQUE,2017,MAY,1139.65,85.82
MOZAMBIQUE,2017,JUNE,1437.96,31.66
MOZAMBIQUE,2017,JULY,530.04,15.19
MOZAMBIQUE,2017,AUGUST,924.47,29.01
MOZAMBIQUE,2017,SEPTEMBER,1408.19,51.58
MOZAMBIQUE,2017,OCTOBER,844.67,53.38
MOZAMBIQUE,2017,NOVEMBER,913.78,31.73
MOZAMBIQUE,2017,DECEMBER,1154.76,68.63
MOZAMBIQUE,2018,JANUARY,1378.78,34.33
MOZAMBIQUE,2018,FEBRUARY,548.36,18.28
MOZAMBIQUE,2018,MARCH,1172.35,66.72
MOZAMBIQUE,2018,APRIL,1032.82,50.07
MOZAMBIQUE,2018,MAY,280.0,14.63
MOZAMBIQUE,2018,JUNE,414.47,53.86
MOZAMBIQUE,2018,JULY,568.14,81.02
MOZAMBIQUE,2018,AUGUST,941.24,80.21
MOZAMBIQUE,2018,SEPTEMBER,815.46,80.08
MOZAMBIQUE,2018,OCTOBER,484.08,23.06
MOZAMBIQUE,2018,NOVEMBER,996.37,49.08
MOZAMBIQUE,2018,DECEMBER,1396.2,79.03
MOZAMBIQUE,2019,JANUARY,680.4,52.73
MOZAMBIQUE,2019,FEBRUARY,386.6,55.29
MOZAMBIQUE,2019,APRIL,326.73,6.62
MOZAMBIQUE,2019,MAY,324.17,19.72
MOZAMBIQUE,2019,JUNE,1331.22,34.91
MOZAMBIQUE,2019,JULY,1350.32,34.35
MOZAMBIQUE,2019,AUGUST,702.63,43.61
MOZAMBIQUE,2019,SEPTEMBER,715.44,70.66
MOZAMBIQUE,2019,OCTOBER,209.71,83.56
MOZAMBIQUE,2019,NOVEMBER,553.85,16.78
MOZAMBIQUE,2019,DECEMBER,1293.92,10.73
MOZAMBIQUE,2020,JANUARY,747.95,46.74
MOZAMBIQUE,2020,MARCH,501.99,28.93
MOZAMBIQUE,2020,APRIL,860.63,3.36
MOZAMBIQUE,2020,MAY,454.47,35.01
MOZAMBIQUE,2020,JUNE,1369.07,66.97
MOZAMBIQUE,2020,AUGUST,230.73,33.23
MOZAMBIQUE,2020,SEPTEMBER,436.29,30.11
MOZAMBIQUE,2020,NOVEMBER,1017.47,49.04
MOZAMBIQUE,2020,DECEMBER,584.36,85.55
MOZAMBIQUE,2021,JANUARY,1175.6,79.1
MOZAMBIQUE,2021,FEBRUARY,393.61,59.39
MOZAMBIQUE,2021,MARCH,825.11,66.97
MOZAMBIQUE,2021,APRIL,620.93,33.68
MOZAMBIQUE,2021,MAY,942.12,38.04
MOZAMBIQUE,2021,JULY,589.2,80.75
MOZAMBIQUE,2021,AUGUST,1136.86,89.46
MOZAMBIQUE,2021,SEPTEMBER,1454.66,52.34
MOZAMBIQUE,2021,OCTOBER,405.98,29.55
MOZAMBIQUE,2021,NOVEMBER,936.88,11.59
MOZAMBIQUE,2021,DECEMBER,238.2,69.36
MOZAMBIQUE,2022,JANUARY,1148.84,10.91
MOZAMBIQUE,2022,FEBRUARY,395.98,35.14
MOZAMBIQUE,2022,MARCH,413.03,19.36
MOZAMBIQUE,2022,APRIL,380.75,18.56
MOZAMBIQUE,2022,MAY,367.08,5.75
MOZAMBIQUE,2022,JUNE,243.02,30.34
MOZAMBIQUE,2022,JULY,758.81,34.6
MOZAMBIQUE,2022,AUGUST,689.58,65.39
MOZAMBIQUE,2022,SEPTEMBER,695.2,62.42
MOZAMBIQUE,2022,OCTOBER,611.69,39.9
MOZAMBIQUE,2022,NOVEMBER,1463.55,34.87
MOZAMBIQUE,2022,DECEMBER,1006.79,67.88
MOZAMBIQUE,2023,JANUARY,418.61,84.24
MOZAMBIQUE,2023,FEBRUARY,923.29,18.51
MOZAMBIQUE,2023,MARCH,874.24,47.7
MOZAMBIQUE,2023,APRIL,652.91,11.04
MOZAMBIQUE,2023,MAY,1081.04,2.72
MOZAMBIQUE,2023,JUNE,1480.37,72.07
MOZAMBIQUE,2023,JULY,1224.54,37.48
MOZAMBIQUE,2023,AUGUST,1143.12,28.48
MOZAMBIQUE,2023,SEPTEMBER,941.71,28.38
MOZAMBIQUE,2023,NOVEMBER,1173.73,22.33
MOZAMBIQUE,2023,DECEMBER,822.29,59.64
MADAGASCAR,2015,JANUARY,840.12,18.94
MADAGASCAR,2015,FEBRUARY,806.23,76.14
MADAGASCAR,2015,MARCH,1215.66,71.97
MADAGASCAR,2015,APRIL,1152.64,14.83
MADAGASCAR,2015,MAY,1195.1,25.33
MADAGASCAR,2015,JUNE,488.27,38.37
MADAGASCAR,2015,JULY,215.12,82.28
MADAGASCAR,2015,SEPTEMBER,1307.79,50.79
MADAGASCAR,2015,OCTOBER,1215.45,30.63
MADAGASCAR,2015,NOVEMBER,1320.54,58.5
MADAGASCAR,2015,DECEMBER,1433.71,83.9
MADAGASCAR,2016,JANUARY,980.44,89.31
MADAGASCAR,2016,FEBRUARY,755.39,35.39
MADAGASCAR,2016,MARCH,667.58,88.57
MADAGASCAR,2016,APRIL,286.82,36.63
MADAGASCAR,2016,JUNE,1188.93,47.8
MADAGASCAR,2016,JULY,880.61,7.84
MADAGASCAR,2016,AUGUST,881.08,55.69
MADAGASCAR,2016,OCTOBER,202.06,20.41
MADAGASCAR,2016,NOVEMBER,441.07,25.17
MADAGASCAR,2016,DECEMBER,200.53,19.67
MADAGASCAR,2017,JANUARY,785.61,37.88
MADAGASCAR,2017,FEBRUARY,1261.0,86.66
MADAGASCAR,2017,APRIL,578.01,75.87
MADAGASCAR,2017,MAY,769.45,82.81
MADAGASCAR,2017,JUNE,1088.94,86.44
MADAGASCAR,2017,AUGUST,804.35,15.33
MADAGASCAR,2017,OCTOBER,654.2,19.32
MADAGASCAR,2017,NOVEMBER,1136.14,10.28
MADAGASCAR,2018,JANUARY,446.67,8.69
MADAGASCAR,2018,MARCH,389.82,6.92
MADAGASCAR,2018,APRIL,1336.95,16.13
MADAGASCAR,2018,MAY,269.1,55.94
MADAGASCAR,2018,JUNE,958.71,84.55
MADAGASCAR,2018,JULY,1299.71,56.97
MADAGASCAR,2018,AUGUST,1303.26,41.35
MADAGASCAR,2018,SEPTEMBER,295.74,15.68
MADAGASCAR,2018,OCTOBER,557.83,8.19
MADAGASCAR,2018,NOVEMBER,698.48,19.56
MADAGASCAR,2019,FEBRUARY,327.95,33.07
MADAGASCAR,2019,APRIL,858.54,22.72
MADAGASCAR,2019,MAY,988.87,78.89
MADAGASCAR,2019,JUNE,361.13,26.78
MADAGASCAR,2019,JULY,550.83,27.62
MADAGASCAR,2019,AUGUST,1410.31,62.26
MADAGASCAR,2019,SEPTEMBER,811.67,32.41
MADAGASCAR,2019,OCTOBER,1290.58,55.82
MADAGASCAR,2019,NOVEMBER,1101.55,75.62
MADAGASCAR,2019,DECEMBER,839.43,9.31
MADAGASCAR,2020,FEBRUARY,875.98,3.31
MADAGASCAR,2020,APRIL,915.82,38.61
MADAGASCAR,2020,MAY,324.09,42.17
MADAGASCAR,2020,JUNE,1404.73,29.4
MADAGASCAR,2020,JULY,1425.01,11.32
MADAGASCAR,2020,AUGUST,1498.85,8.73
MADAGASCAR,2020,SEPTEMBER,1030.47,35.53
MADAGASCAR,2020,OCTOBER,513.11,65.4
MADAGASCAR,2020,DECEMBER,1238.06,35.58
MADAGASCAR,2021,JANUARY,1328.01,36.3
MADAGASCAR,2021,FEBRUARY,1122.23,64.93
MADAGASCAR,2021,MARCH,1381.64,58.06
MADAGASCAR,2021,APRIL,918.5,40.6
MADAGASCAR,2021,MAY,495.55,69.7
MADAGASCAR,2021,JUNE,1291.94,4.02
MADAGASCAR,2021,JULY,926.7,76.34
MADAGASCAR,2021,SEPTEMBER,1425.09,56.11
MADAGASCAR,2021,NOVEMBER,1198.5,42.27
MADAGASCAR,2021,DECEMBER,791.22,58.79
MADAGASCAR,2022,JANUARY,336.22,80.29
MADAGASCAR,2022,FEBRUARY,241.7,74.17
MADAGASCAR,2022,MARCH,885.75,52.51
MADAGASCAR,2022,MAY,422.68,89.62
MADAGASCAR,2022,JUNE,810.02,60.33
MADAGASCAR,2022,JULY,458.22,87.75
